gameid,blue_league,blue_year,blue_split,blue_playoffs,blue_teamname,blue_side,blue_result,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_league,red_year,red_split,red_playoffs,red_teamname,red_side,red_result,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
12068-12068_game_2,LPL,2025,Split 2,0,Invictus Gaming,Blue,1,Yone,Gwen,Yorick,Annie,Zed,Taliyah,Nidalee,Jhin,Leona,Lee Sin,LPL,2025,Split 2,0,Bilibili Gaming,Red,0,Naafiri,Vi,Pantheon,Wukong,Jarvan IV,Varus,Sion,Lillia,Alistar,Jayce,1
12068-12068_game_3,LPL,2025,Split 2,0,Bilibili Gaming,Blue,1,Galio,Skarner,Naafiri,Renata Glasc,Ezreal,Yorick,Vi,Akali,Corki,Elise,LPL,2025,Split 2,0,Invictus Gaming,Red,0,Gwen,Annie,Kai'Sa,Rakan,Rell,Jax,Pantheon,Orianna,Xayah,Nautilus,1
LOLTMNT03_242206,LCK,2025,Rounds 1-2,0,HANJIN BRION,Blue,1,Xin Zhao,Gwen,Pantheon,Alistar,Xayah,Rumble,Sejuani,Yone,Varus,Poppy,LCK,2025,Rounds 1-2,0,Dplus Kia,Red,0,Vi,Kalista,Azir,Rakan,Braum,Naafiri,Taliyah,Ambessa,Miss Fortune,Nautilus,1
LOLTMNT03_242218,LCK,2025,Rounds 1-2,0,Dplus Kia,Blue,0,Kalista,Viktor,Yorick,Alistar,Kai'Sa,Azir,Skarner,Aatrox,Lucian,Rakan,LCK,2025,Rounds 1-2,0,HANJIN BRION,Red,1,Vi,Gwen,Pantheon,Xayah,Braum,Sion,Wukong,Ahri,Rell,Ezreal,0
12069-12069_game_1,LPL,2025,Split 2,0,Team WE,Blue,1,Vi,Neeko,Gwen,Alistar,Leona,Varus,Yorick,Annie,Renata Glasc,Trundle,LPL,2025,Split 2,0,Weibo Gaming,Red,0,Sion,Azir,Rumble,Xin Zhao,Nautilus,Taliyah,Pantheon,K'Sante,Rell,Ezreal,1
12069-12069_game_2,LPL,2025,Split 2,0,Weibo Gaming,Blue,0,Azir,Neeko,Rumble,Viktor,Lillia,Sion,Miss Fortune,Leona,Xin Zhao,Orianna,LPL,2025,Split 2,0,Team WE,Red,1,Vi,Yone,Gwen,Ryze,Aurora,Lucian,Shen,Braum,Zed,Akali,0
LOLTMNT03_241674,LCK,2025,Rounds 1-2,0,T1,Blue,1,Taliyah,Rumble,Pantheon,Sion,Galio,Viktor,Kalista,Renata Glasc,Yorick,Nocturne,LCK,2025,Rounds 1-2,0,BNK FEARX,Red,0,Vi,Gwen,Azir,Skarner,Sejuani,Xin Zhao,Neeko,Ezreal,Annie,Olaf,1
LOLTMNT03_242254,LCK,2025,Rounds 1-2,0,BNK FEARX,Blue,0,Taliyah,Gwen,Varus,Jhin,Miss Fortune,Azir,Poppy,Jayce,Lucian,Braum,LCK,2025,Rounds 1-2,0,T1,Red,1,Vi,Pantheon,Wukong,Alistar,Xayah,Rumble,Skarner,Smolder,Senna,Nautilus,0
12070-12070_game_1,LPL,2025,Split 2,0,ThunderTalk Gaming,Blue,1,Ryze,Annie,Galio,Aurora,Taliyah,Rumble,Wukong,Akali,Alistar,Sivir,LPL,2025,Split 2,0,Ninjas in Pyjamas,Red,0,Yone,Pantheon,Ezreal,Xayah,Jhin,Varus,Vi,Gwen,Ahri,Renata Glasc,1
12070-12070_game_2,LPL,2025,Split 2,0,Ninjas in Pyjamas,Blue,0,Yone,Lucian,LeBlanc,Kai'Sa,Ezreal,Yorick,Pantheon,Sylas,Jhin,Nautilus,LPL,2025,Split 2,0,ThunderTalk Gaming,Red,1,Ryze,Annie,Galio,Zeri,Miss Fortune,Taliyah,Naafiri,Sion,Xayah,Braum,0
LOLTMNT03_243096,LCK,2025,Rounds 1-2,0,Gen.G,Blue,1,Pantheon,Taliyah,Kalista,Ezreal,Rakan,Xin Zhao,Jayce,Ahri,Lucian,Braum,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Red,0,Vi,Azir,Viktor,Jhin,Alistar,Ryze,Trundle,Yorick,Varus,Rell,1
LOLTMNT03_242638,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Blue,0,Rumble,Azir,Taliyah,Jhin,Rakan,Viktor,Poppy,Gnar,Gragas,Senna,LCK,2025,Rounds 1-2,0,Gen.G,Red,1,Vi,Kalista,Pantheon,Ezreal,Kai'Sa,Gwen,Galio,Nocturne,Alistar,Tristana,0
LOLTMNT03_243145,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Blue,0,Neeko,Kalista,Yone,Braum,Varus,Pantheon,Galio,Nidalee,Ezreal,Leona,LCK,2025,Rounds 1-2,0,KT Rolster,Red,1,Vi,Poppy,Gwen,Elise,Xayah,Rumble,Taliyah,Xin Zhao,Alistar,Jhin,0
LOLTMNT03_243166,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Blue,1,Neeko,Yone,Kalista,Rakan,Ashe,Azir,Sejuani,Varus,Camille,Shen,LCK,2025,Rounds 1-2,0,KT Rolster,Red,0,Vi,Gwen,Poppy,Elise,Renata Glasc,Sion,Ahri,Wukong,Miss Fortune,Rell,1
LOLTMNT03_242726,LCK,2025,Rounds 1-2,0,KT Rolster,Blue,1,Poppy,Gwen,Yone,Rakan,Blitzcrank,Ryze,Yorick,Trundle,Jinx,Lulu,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Red,0,Vi,Kalista,Jayce,Ashe,Neeko,Viego,Orianna,Xayah,Braum,Aurora,1
LOLTMNT03_244183,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Blue,0,Pantheon,Rumble,Taliyah,Kalista,Alistar,Azir,Sejuani,Jayce,Varus,Rell,LCK,2025,Rounds 1-2,0,Dplus Kia,Red,1,Vi,Yone,Poppy,Braum,Rakan,Gwen,Xin Zhao,Ahri,Senna,Nautilus,0
LOLTMNT03_243654,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Blue,1,Rumble,Naafiri,Kalista,Alistar,Braum,Taliyah,Wukong,Sion,Jhin,Leona,LCK,2025,Rounds 1-2,0,Dplus Kia,Red,0,Vi,Yone,Poppy,Xayah,Miss Fortune,Pantheon,Ryze,Cho'Gath,Ezreal,Neeko,1
LOLTMNT03_243679,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Blue,0,Annie,Naafiri,Rumble,Miss Fortune,Ashe,Nidalee,Corki,K'Sante,Xayah,Rakan,LCK,2025,Rounds 1-2,0,Dplus Kia,Red,1,Vi,Yone,Kalista,Braum,Poppy,Yorick,Kindred,Alistar,Viktor,Jinx,0
LOLTMNT03_244289,LCK,2025,Rounds 1-2,0,DN SOOPers,Blue,0,Pantheon,Ahri,Varus,Alistar,Xayah,Rumble,Sejuani,Yone,Senna,Nautilus,LCK,2025,Rounds 1-2,0,T1,Red,1,Vi,Kalista,Azir,Neeko,Braum,Gwen,Taliyah,Skarner,Miss Fortune,Rell,0
12423-12423_game_1,LPL,2025,Split 2,1,Invictus Gaming,Blue,1,Azir,Akali,Xin Zhao,Ahri,Nautilus,Varus,Galio,Naafiri,Leona,Sylas,LPL,2025,Split 2,1,EDward Gaming,Red,0,Yone,Taliyah,Pantheon,Alistar,Braum,Rumble,Vi,Jhin,Annie,Rell,1
LOLTMNT03_243757,LCK,2025,Rounds 1-2,0,DN SOOPers,Blue,0,Pantheon,Ahri,Kalista,Varus,Jhin,Viktor,Trundle,Sion,Ezreal,Braum,LCK,2025,Rounds 1-2,0,T1,Red,1,Vi,Azir,Xin Zhao,Xayah,Alistar,Orianna,Nocturne,Nidalee,Lucian,Bard,0
12423-12423_game_2,LPL,2025,Split 2,1,EDward Gaming,Blue,0,Taliyah,Gwen,Neeko,Braum,Kai'Sa,Xin Zhao,Cho'Gath,Ahri,Miss Fortune,Nautilus,LPL,2025,Split 2,1,Invictus Gaming,Red,1,Azir,Sion,Lillia,Rakan,Renata Glasc,Yorick,Jax,Ryze,Alistar,Ezreal,0
12423-12423_game_3,LPL,2025,Split 2,1,EDward Gaming,Blue,0,Gwen,Poppy,Nidalee,Karma,Lulu,Pantheon,Lucian,Nami,Aatrox,Aurora,LPL,2025,Split 2,1,Invictus Gaming,Red,1,Azir,Lillia,Taliyah,Viktor,Ornn,Sion,Akali,Skarner,Kalista,Neeko,0
LOLTMNT06_121629,LEC,2025,Spring,1,Fnatic,Blue,1,Yone,Kalista,Taliyah,Pantheon,Renata Glasc,Azir,Vi,Rumble,Corki,Rell,LEC,2025,Spring,1,G2 Esports,Red,0,Kai'Sa,Poppy,Gwen,Lucian,Neeko,Varus,Akali,Ornn,Xin Zhao,Alistar,1
LOLTMNT06_120664,LEC,2025,Spring,1,G2 Esports,Blue,1,Gwen,Yone,Dr. Mundo,Jayce,Xayah,Senna,Wukong,Nautilus,Ahri,Gnar,LEC,2025,Spring,1,Fnatic,Red,0,Kalista,Lillia,Maokai,Orianna,Hwei,Taliyah,Pantheon,Renata Glasc,Zeri,Yorick,1
LOLTMNT03_244566,LTA S,2025,Split 2,1,paiN Gaming,Blue,1,Jax,Ahri,Lucian,Miss Fortune,Taliyah,Gwen,Ezreal,Neeko,Galio,Nocturne,LTA S,2025,Split 2,1,LOUD,Red,0,Yone,Varus,Azir,Xin Zhao,Sejuani,Vi,Rumble,Rell,Jhin,Viktor,1
LOLTMNT06_121630,LEC,2025,Spring,1,Fnatic,Blue,0,Draven,Blitzcrank,Lucian,Aurelion Sol,Sejuani,Kalista,Gwen,Taric,Skarner,Hwei,LEC,2025,Spring,1,G2 Esports,Red,1,Yone,Maokai,Neeko,Orianna,Viktor,Xayah,Poppy,Jax,Rakan,Annie,0
LOLTMNT03_244608,LTA S,2025,Split 2,1,LOUD,Blue,1,Yone,Jayce,Taliyah,Ahri,Xerath,Lucian,Milio,Azir,Skarner,Renekton,LTA S,2025,Split 2,1,paiN Gaming,Red,0,Jax,Varus,Nautilus,Sejuani,Maokai,Nami,Corki,Xin Zhao,Annie,Gnar,1
LOLTMNT06_121631,LEC,2025,Spring,1,Fnatic,Blue,0,Draven,Blitzcrank,Lucian,Ivern,Aurelion Sol,Neeko,Tristana,Sejuani,Orianna,Camille,LEC,2025,Spring,1,G2 Esports,Red,1,Yone,Naafiri,Maokai,Renekton,Warwick,Kai'Sa,Leona,Ambessa,Trundle,Galio,0
LOLTMNT03_244658,LTA S,2025,Split 2,1,paiN Gaming,Blue,1,Jax,Miss Fortune,Ashe,Taliyah,Ahri,Caitlyn,Lillia,Jayce,K'Sante,Alistar,LTA S,2025,Split 2,1,LOUD,Red,0,Yone,Varus,Kalista,Braum,Lux,Sejuani,Jinx,Nautilus,Aatrox,Syndra,1
LOLTMNT03_244700,LTA S,2025,Split 2,1,LOUD,Blue,0,Yone,Ambessa,Naafiri,Renata Glasc,Camille,Taliyah,Poppy,Ashe,Olaf,Seraphine,LTA S,2025,Split 2,1,paiN Gaming,Red,1,Jax,Varus,Miss Fortune,Braum,Leona,Kalista,Ahri,Maokai,Yorick,Blitzcrank,0
LOLTMNT03_244742,LTA N,2025,Split 2,1,FlyQuest,Blue,1,Yone,Gwen,Ezreal,Bard,Karma,Varus,Pantheon,Galio,Ornn,Alistar,LTA N,2025,Split 2,1,Shopify Rebellion,Red,0,Neeko,Azir,Vi,Viktor,Taliyah,Rumble,Naafiri,Jhin,Annie,Braum,1
LOLTMNT03_245193,LTA N,2025,Split 2,1,Shopify Rebellion,Blue,0,Neeko,Gwen,Cassiopeia,Nautilus,Olaf,Azir,Skarner,Ezreal,Leona,Yorick,LTA N,2025,Split 2,1,FlyQuest,Red,1,Yone,Vi,Renekton,Bard,Karma,Taliyah,Xin Zhao,Senna,Rell,Mordekaiser,0
LOLTMNT03_245211,LTA N,2025,Split 2,1,Shopify Rebellion,Blue,0,Kalista,Gwen,Karma,Caitlyn,Smolder,Sion,Xayah,Rakan,Orianna,Dr. Mundo,LTA N,2025,Split 2,1,FlyQuest,Red,1,Vi,Viktor,Neeko,Yone,Jayce,Renekton,Sejuani,Hwei,Lucian,Nami,0
LOLTMNT03_245295,LCK,2025,Rounds 1-2,0,HANJIN BRION,Blue,1,Elise,Gwen,Pantheon,Shen,Alistar,Rumble,Wukong,Taliyah,Jhin,Rell,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Red,0,Vi,Yorick,Trundle,Braum,Poppy,Azir,Sejuani,Jayce,Varus,Nautilus,1
LOLTMNT03_244865,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Blue,1,Yorick,Trundle,Poppy,Skarner,Pantheon,Kalista,Xin Zhao,Akali,Rakan,Camille,LCK,2025,Rounds 1-2,0,HANJIN BRION,Red,0,Elise,Gwen,Vi,Shen,Renata Glasc,Sion,Viktor,Ezreal,Alistar,Naafiri,1
LOLTMNT03_245333,LCK,2025,Rounds 1-2,0,HANJIN BRION,Blue,0,Elise,Pantheon,Gwen,Ashe,Nocturne,Yone,Lillia,Poppy,Miss Fortune,Aatrox,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Red,1,Vi,Yorick,Braum,Tristana,Ornn,Nidalee,Corki,Leona,Renekton,Senna,0
LOLTMNT03_244928,LCK,2025,Rounds 1-2,0,BNK FEARX,Blue,1,Yone,Gwen,Taliyah,Alistar,Leona,Rumble,Varus,Ahri,Nautilus,Naafiri,LCK,2025,Rounds 1-2,0,KT Rolster,Red,0,Vi,Kalista,Pantheon,Xin Zhao,Wukong,Nidalee,Azir,Jayce,Jhin,Rell,1
12424-12424_game_1,LPL,2025,Split 2,1,FunPlus Phoenix,Blue,1,Ryze,Annie,Akali,Zeri,Kai'Sa,Vi,Rumble,Taliyah,Rell,Miss Fortune,LPL,2025,Split 2,1,Ninjas in Pyjamas,Red,0,Yone,Pantheon,Neeko,Renata Glasc,Alistar,Xin Zhao,Gwen,Galio,Nautilus,Varus,1
LOLTMNT03_244951,LCK,2025,Rounds 1-2,0,KT Rolster,Blue,1,Kalista,Sion,Vi,Ezreal,Alistar,Ryze,Trundle,Jax,Ashe,Poppy,LCK,2025,Rounds 1-2,0,BNK FEARX,Red,0,Yone,Taliyah,Gwen,Rakan,Braum,Yorick,Xin Zhao,Akali,Leona,Kai'Sa,1
12424-12424_game_2,LPL,2025,Split 2,1,Ninjas in Pyjamas,Blue,1,Neeko,Kalista,Yorick,Kai'Sa,Draven,Sion,Poppy,Viktor,Smolder,Braum,LPL,2025,Split 2,1,FunPlus Phoenix,Red,0,Ryze,Annie,Lucian,Zeri,Senna,K'Sante,Pantheon,Kassadin,Alistar,Jinx,1
12424-12424_game_3,LPL,2025,Split 2,1,FunPlus Phoenix,Blue,1,Annie,Lucian,Akali,Zeri,Senna,Ryze,Sejuani,Jax,Corki,Rakan,LPL,2025,Split 2,1,Ninjas in Pyjamas,Red,0,Neeko,Kalista,Naafiri,Draven,Xayah,Yorick,Wukong,Orianna,Kai'Sa,Leona,1
LOLTMNT03_244968,LCK,2025,Rounds 1-2,0,BNK FEARX,Blue,0,Yone,Sion,Gwen,Miss Fortune,Senna,Taliyah,Pantheon,K'Sante,Lucian,Braum,LCK,2025,Rounds 1-2,0,KT Rolster,Red,1,Vi,Kalista,Neeko,Lulu,Xayah,Wukong,Renekton,Alistar,Ezreal,Syndra,0
12424-12424_game_4,LPL,2025,Split 2,1,Ninjas in Pyjamas,Blue,1,Neeko,Kalista,Lillia,Ashe,Draven,Sylas,Ornn,Zeri,Karma,Lee Sin,LPL,2025,Split 2,1,FunPlus Phoenix,Red,0,Annie,Lucian,Akali,Yuumi,Lulu,Naafiri,Jayce,Aurora,Senna,Bard,1
12424-12424_game_5,LPL,2025,Split 2,1,Ninjas in Pyjamas,Blue,0,Neeko,Kalista,Lillia,Blitzcrank,Elise,Maokai,Aphelios,Renata Glasc,Shen,Yasuo,LPL,2025,Split 2,1,FunPlus Phoenix,Red,1,Annie,Lucian,Akali,Gnar,Gragas,Yone,Renekton,Zyra,Sett,Ziggs,0
LOLTMNT06_120697,LEC,2025,Spring,1,Karmine Corp,Blue,0,Gwen,Varus,Taliyah,Miss Fortune,Nautilus,Rumble,Xin Zhao,Sylas,Ezreal,Rakan,LEC,2025,Spring,1,Movistar KOI,Red,1,Maokai,Yone,Azir,Senna,Neeko,Vi,Ahri,Galio,Xayah,Rell,0
LOLTMNT06_121661,LEC,2025,Spring,1,Karmine Corp,Blue,1,Gwen,Varus,Azir,Renekton,Nautilus,Yone,Sejuani,Ambessa,Kalista,Leona,LEC,2025,Spring,1,Movistar KOI,Red,0,Jayce,Maokai,Poppy,Senna,Miss Fortune,Kai'Sa,Pantheon,Akali,Neeko,Jax,1
LOLTMNT03_245616,LTA S,2025,Split 2,1,Vivo Keyd Stars,Blue,0,Xin Zhao,Sejuani,Varus,Ezreal,Xayah,Gwen,Nocturne,Annie,Zeri,Lulu,LTA S,2025,Split 2,1,FURIA,Red,1,Yone,Jayce,Vi,Kai'Sa,Nautilus,Naafiri,Taliyah,Olaf,Lucian,Nami,0
LOLTMNT06_121662,LEC,2025,Spring,1,Movistar KOI,Blue,1,Maokai,Jayce,Lillia,Aatrox,Sion,Taliyah,Senna,Nautilus,Trundle,Nidalee,LEC,2025,Spring,1,Karmine Corp,Red,0,Gwen,Azir,Naafiri,Jarvan IV,Wukong,Varus,Skarner,Viktor,Alistar,Gnar,1
LOLTMNT03_246177,LTA S,2025,Split 2,1,FURIA,Blue,1,Yone,Viktor,Braum,Poppy,Camille,Miss Fortune,Xin Zhao,Ahri,Neeko,Ambessa,LTA S,2025,Split 2,1,Vivo Keyd Stars,Red,0,Jayce,Varus,Rumble,Nautilus,Rakan,Vi,Jhin,Ryze,Alistar,Renekton,1
LOLTMNT06_120702,LEC,2025,Spring,1,Karmine Corp,Blue,1,Poppy,Wukong,Gwen,Braum,Nami,Maokai,Hwei,Miss Fortune,Camille,Gragas,LEC,2025,Spring,1,Movistar KOI,Red,0,Jayce,Zeri,Azir,Aatrox,Renekton,Lucian,Naafiri,Sion,Aurora,Karma,1
LOLTMNT06_121664,LEC,2025,Spring,1,Movistar KOI,Blue,1,Lillia,Jayce,Lulu,Bard,Fiddlesticks,Ryze,Poppy,Braum,Tristana,Ornn,LEC,2025,Spring,1,Karmine Corp,Red,0,Gwen,Azir,Orianna,K'Sante,Ashe,Wukong,Zoe,Jhin,Pyke,Aatrox,1
LOLTMNT03_245676,LTA N,2025,Split 2,1,Cloud9,Blue,1,Kalista,Pantheon,Rumble,Ezreal,Senna,Vi,Azir,Varus,Renekton,Rell,LTA N,2025,Split 2,1,Team Liquid,Red,0,Yone,Gwen,Ahri,Ambessa,Alistar,Taliyah,Naafiri,Sion,Jhin,Rakan,1
LOLTMNT03_245686,LTA N,2025,Split 2,1,Team Liquid,Blue,0,Yone,Sylas,Gwen,Karma,Bard,Xin Zhao,Galio,Ahri,Smolder,Braum,LTA N,2025,Split 2,1,Cloud9,Red,1,Kalista,Pantheon,Neeko,Lucian,Senna,Rumble,Skarner,Corki,Ezreal,Alistar,0
LOLTMNT03_246244,LTA N,2025,Split 2,1,Team Liquid,Blue,0,Yone,Gwen,Sylas,Ziggs,Miss Fortune,Neeko,Yorick,Nocturne,Zeri,Leona,LTA N,2025,Split 2,1,Cloud9,Red,1,Kalista,Pantheon,Lucian,Orianna,Kai'Sa,Maokai,Tristana,Gnar,Senna,Nautilus,0
12425-12425_game_1,LPL,2025,Split 2,1,Team WE,Blue,1,Vi,Jax,Gwen,Kalista,Kai'Sa,Rumble,Taliyah,Varus,Renata Glasc,Skarner,LPL,2025,Split 2,1,LGD Gaming,Red,0,Neeko,Pantheon,Ezreal,Trundle,Braum,Xin Zhao,Azir,Ambessa,Nautilus,Senna,1
12425-12425_game_2,LPL,2025,Split 2,1,LGD Gaming,Blue,1,Neeko,Jayce,Ezreal,Lucian,Karma,Pantheon,Yorick,Orianna,Zeri,Rakan,LPL,2025,Split 2,1,Team WE,Red,0,Vi,Yone,Gwen,Smolder,Draven,Sion,Ryze,Trundle,Xayah,Alistar,1
12425-12425_game_3,LPL,2025,Split 2,1,Team WE,Blue,1,Vi,Yone,Gwen,Braum,Rell,Ezreal,Leona,Akali,Aatrox,Viego,LPL,2025,Split 2,1,LGD Gaming,Red,0,Naafiri,Jayce,Neeko,Wukong,Jarvan IV,Udyr,Viktor,Lee Sin,Lucian,Milio,1
12425-12425_game_4,LPL,2025,Split 2,1,LGD Gaming,Blue,0,Jayce,Neeko,Renekton,Naafiri,Wukong,Yone,Vi,Braum,Shen,Tristana,LPL,2025,Split 2,1,Team WE,Red,1,Gwen,Jax,Draven,Kennen,Smolder,Kai'Sa,Rell,Aurora,K'Sante,Poppy,0
LOLTMNT06_120738,LEC,2025,Spring,1,Movistar KOI,Blue,0,Taliyah,Yone,Gwen,Warwick,Jax,Pantheon,Smolder,Rell,Ambessa,Ryze,LEC,2025,Spring,1,G2 Esports,Red,1,Maokai,Azir,Vi,Rumble,Sylas,Senna,Nautilus,Wukong,Ahri,Camille,0
LOLTMNT06_121704,LEC,2025,Spring,1,Movistar KOI,Blue,0,Warwick,Yone,Jax,Xin Zhao,Poppy,Azir,Ezreal,Leona,Ivern,Jayce,LEC,2025,Spring,1,G2 Esports,Red,1,Maokai,Vi,Gwen,Rumble,Nidalee,Taliyah,Varus,Alistar,Naafiri,Sion,0
LOLTMNT06_121705,LEC,2025,Spring,1,Movistar KOI,Blue,1,Kalista,Neeko,Lucian,Akali,Aurora,Kai'Sa,Yone,Rumble,Lillia,Renata Glasc,LEC,2025,Spring,1,G2 Esports,Red,0,Maokai,Vi,Rakan,Sejuani,Jarvan IV,Braum,Xayah,Gwen,Trundle,Annie,1
LOLTMNT06_121707,LEC,2025,Spring,1,G2 Esports,Blue,1,Nidalee,Vi,Poppy,Sylas,Gnar,Maokai,Blitzcrank,Draven,Tristana,Swain,LEC,2025,Spring,1,Movistar KOI,Red,0,Lucian,Jax,Kalista,Yasuo,Yorick,Neeko,Miss Fortune,Sejuani,K'Sante,Viktor,1
12426-12426_game_1,LPL,2025,Split 2,1,Weibo Gaming,Blue,1,Rumble,Varus,Yone,Miss Fortune,Nautilus,Taliyah,Xin Zhao,Sion,Xayah,Rakan,LPL,2025,Split 2,1,ThunderTalk Gaming,Red,0,Gwen,Vi,Neeko,Lucian,Renata Glasc,Pantheon,Yorick,Ahri,Alistar,Ezreal,1
12426-12426_game_2,LPL,2025,Split 2,1,ThunderTalk Gaming,Blue,0,Gwen,Varus,Orianna,Kalista,Kai'Sa,Naafiri,Lucian,Nami,Renekton,Sylas,LPL,2025,Split 2,1,Weibo Gaming,Red,1,Rumble,Vi,Ryze,Aurora,LeBlanc,Neeko,Galio,Wukong,Miss Fortune,K'Sante,0
12426-12426_game_3,LPL,2025,Split 2,1,ThunderTalk Gaming,Blue,0,Gwen,Orianna,Kalista,Leona,Rell,Varus,Nautilus,Akali,Gragas,Kindred,LPL,2025,Split 2,1,Weibo Gaming,Red,1,Rumble,Vi,Ryze,Ambessa,Ornn,Jhin,Jayce,Aurora,Braum,Poppy,0
LOLTMNT03_248140,LCK,2025,Rounds 1-2,0,BNK FEARX,Blue,1,Yone,Gwen,Taliyah,Braum,Senna,Rumble,Xin Zhao,Ahri,Kai'Sa,Alistar,LCK,2025,Rounds 1-2,0,DN SOOPers,Red,0,Vi,Kalista,Varus,Neeko,Rakan,Azir,Pantheon,Ambessa,Miss Fortune,Gragas,1
LOLTMNT03_248153,LCK,2025,Rounds 1-2,0,DN SOOPers,Blue,1,Kalista,Gwen,Varus,Ezreal,Xayah,Vi,Orianna,Jax,Ashe,Renata Glasc,LCK,2025,Rounds 1-2,0,BNK FEARX,Red,0,Taliyah,Sion,Viktor,Senna,Neeko,Ryze,Yorick,Wukong,Rakan,Jhin,1
LOLTMNT03_247772,LCK,2025,Rounds 1-2,0,BNK FEARX,Blue,1,Yone,Sion,Viktor,Trundle,Nocturne,Varus,Naafiri,Annie,Rell,K'Sante,LCK,2025,Rounds 1-2,0,DN SOOPers,Red,0,Kalista,Gwen,Taliyah,Neeko,Nautilus,Lucian,Jayce,Galio,Braum,Kindred,1
LOLTMNT03_248249,LCK,2025,Rounds 1-2,0,T1,Blue,0,Taliyah,Yone,Gwen,Elise,Rell,Viktor,Miss Fortune,Neeko,Yorick,Pantheon,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Red,1,Vi,Azir,Rumble,Poppy,Sion,Xin Zhao,Kalista,Sylas,Leona,Jax,0
LOLTMNT03_250029,LCK,2025,Rounds 1-2,0,T1,Blue,0,Taliyah,Yone,Jayce,Lucian,Rakan,Rumble,Senna,Alistar,Galio,Kindred,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Red,1,Vi,Azir,Gwen,Wukong,Trundle,Naafiri,Ahri,Ornn,Smolder,Poppy,0
LOLTMNT03_250487,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Blue,1,Yone,Rumble,Ahri,Alistar,Varus,Taliyah,Wukong,Sion,Neeko,Kai'Sa,LCK,2025,Rounds 1-2,0,HANJIN BRION,Red,0,Vi,Pantheon,Gwen,Senna,Braum,Azir,Xin Zhao,Yorick,Kalista,Renata Glasc,1
LOLTMNT03_251392,LCK,2025,Rounds 1-2,0,HANJIN BRION,Blue,1,Pantheon,Ryze,Poppy,Alistar,Senna,Viktor,Rumble,Varus,Rell,Zed,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Red,0,Vi,Yone,Ahri,Nocturne,Braum,Trundle,Jayce,Sylas,Ezreal,Leona,1
LOLTMNT03_250553,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Blue,1,Yone,Annie,Orianna,Alistar,Aurora,Ahri,Nocturne,Senna,Ambessa,Nautilus,LCK,2025,Rounds 1-2,0,HANJIN BRION,Red,0,Vi,Ryze,Pantheon,Gnar,Jax,Gwen,Poppy,Draven,Corki,Sejuani,1
LOLTMNT03_251520,LCK,2025,Rounds 1-2,0,KT Rolster,Blue,0,Pantheon,Azir,Gwen,Alistar,Braum,Nidalee,Ornn,Yone,Xayah,Rakan,LCK,2025,Rounds 1-2,0,Gen.G,Red,1,Vi,Kalista,Poppy,Kai'Sa,Ezreal,Xin Zhao,Rumble,Ahri,Jhin,Rell,0
LOLTMNT03_251552,LCK,2025,Rounds 1-2,0,KT Rolster,Blue,1,Pantheon,Azir,Gwen,Alistar,Renata Glasc,Ryze,Trundle,Sion,Neeko,Ezreal,LCK,2025,Rounds 1-2,0,Gen.G,Red,0,Vi,Kalista,Taliyah,Senna,Braum,Jayce,Sejuani,Corki,Kai'Sa,Nautilus,1
LOLTMNT03_250721,LCK,2025,Rounds 1-2,0,Gen.G,Blue,1,Kalista,Taliyah,Orianna,Braum,Lulu,Viktor,Skarner,Alistar,Renekton,Lucian,LCK,2025,Rounds 1-2,0,KT Rolster,Red,0,Vi,Gwen,Azir,Jax,Senna,Yorick,Wukong,Sylas,Varus,Renata Glasc,1
LOLTMNT03_251983,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Blue,1,Kalista,Taliyah,Viktor,Renata Glasc,Neeko,Rumble,Sejuani,Yone,Xayah,Rakan,LCK,2025,Rounds 1-2,0,T1,Red,0,Vi,Azir,Gwen,Elise,Nautilus,Ornn,Pantheon,Akali,Alistar,Jhin,1
LOLTMNT03_251998,LCK,2025,Rounds 1-2,0,T1,Blue,0,Elise,Taliyah,Sion,Senna,Lulu,Gwen,Skarner,Viktor,Lucian,Braum,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Red,1,Kalista,Azir,Vi,Neeko,Renata Glasc,Jayce,Poppy,Ryze,Nautilus,Varus,0
